,Time,viewCount,likeCount,dislikeCount,videoTitleSentimentScore_pos,videoTitleSentimentScore_neg,captionSentimentScore_pos,captionSentimentScore_neg,captionSentimentScore_com,videoTitleSentimentScore_com,num_days_since_pub,viewcounts_weighted,like_count_weighted,dislike_count_weighted,like_dislike_ratio,weighted_like_dislike_ratio,like_dislike_ratio_by_viewcounts_weighted,weekday,price,future_price,percent_change
0,2020-10-02 16:30:00,964491.2413793104,40463.44827586207,1070.7931034482758,0.0956551724137931,0.1146551724137931,0.1054137931034482,0.0400689655172413,0.860693103448276,-0.0084103448275862,15.241379310344827,84589.42929077995,3723.437055042879,97.62429160744206,0.9713467505561062,0.9713467505561062,82587.97428385976,4,522.47998046875,545.7000122070312,4.444195491940017
1,2020-10-02 17:30:00,1045160.04,44341.74,1192.02,0.07672,0.1088399999999999,0.10244,0.0357599999999999,0.8384519999999998,-0.042124,17.4,63909.437389142135,2967.019733876094,89.90367826463282,0.9696177546756292,0.9696177546756292,62169.3052493104,4,522.47998046875,545.7000122070312,4.444195491940017
2,2020-10-02 18:30:00,1077167.84,46144.08,1244.08,0.08596,0.08912,0.10152,0.03304,0.838352,-0.0019399999999999,18.64,64870.46370713953,3002.939559107099,91.2683852538801,0.9675613270868212,0.9675613270868212,63097.77862236822,4,522.47998046875,545.7000122070312,4.444195491940017
3,2020-10-02 19:30:00,1077746.52,46178.2,1245.08,0.07672,0.10676,0.10176,0.03532,0.838388,-0.039752,18.68,65211.20179966718,3031.48404428434,92.00586812337198,0.969667374735848,0.969667374735848,63429.33745697523,4,522.47998046875,545.7000122070312,4.444195491940017
4,2020-10-02 20:30:00,1080106.56,46259.16,1248.36,0.07672,0.08912,0.09988,0.03512,0.8381959999999999,-0.010032,18.96,65479.0147389264,3024.84745614235,92.01105066305452,0.9691735433102776,0.9691735433102776,63687.150883693146,4,522.47998046875,545.7000122070312,4.444195491940017
5,2020-10-02 21:30:00,1112408.24,48168.76,1280.0,0.06976,0.08912,0.10496,0.03768,0.878188,-0.033468,20.12,66279.68724510777,3054.458216567324,92.4557173297212,0.9693507727622126,0.9693507727622126,64473.55931454927,4,522.47998046875,545.7000122070312,4.444195491940017
6,2020-10-03 13:30:00,1085207.52,46263.64,1263.92,0.0536,0.07228,0.11712,0.0374,0.877368,-0.032436,19.0,75397.05130033157,3758.936899975331,102.33107436913208,0.96981240424406,0.9698124042440598,73430.55239571541,5,522.47998046875,560.8099975585938,7.336169522793101
7,2020-10-03 21:30:00,1071995.92,44090.64,1170.6,0.066,0.05948,0.11508,0.03192,0.876564,0.0065159999999999,52.2,68445.14802807865,3287.5049219213665,73.9732766116649,0.9693577318823348,0.9693577318823348,66870.25561425166,5,522.47998046875,549.3599853515625,5.1446956606254535
8,2020-10-04 13:30:00,1116928.4,47546.24,1231.48,0.066,0.05948,0.10788,0.03456,0.8370359999999999,0.0065159999999999,21.56,65612.4433761622,3017.3153612506358,75.71440218570558,0.9724898376159592,0.9724898376159592,63983.88478950705,6,522.47998046875,543.2150268554688,3.9685819862640415
9,2020-10-04 21:30:00,1120037.08,47637.12,1234.96,0.066,0.05948,0.11332,0.03608,0.877016,0.0065159999999999,21.8,66557.46288358039,3043.25598640778,76.51707582757798,0.9730537961795368,0.9730537961795368,64904.846947519145,6,522.47998046875,545.7000122070312,4.444195491940017
10,2020-10-05 12:30:00,1060068.04,45606.64,1174.28,0.07704,0.06688,0.11132,0.03324,0.837296,0.0176119999999999,20.68,63292.20059459621,3332.87051805373,80.23060601333944,0.9738777846430348,0.9738777846430348,61770.97578408712,0,543.8599853515625,559.0499877929688,2.792998722196316
11,2020-10-05 13:30:00,995774.46,41988.3,1099.02,0.07704,0.07074,0.11016,0.03114,0.8370019999999998,0.0098419999999999,18.58,60680.98131083648,3211.0714367311307,78.5416621650309,0.9685085111965188,0.9685085111965186,59207.41594409524,0,543.2150268554688,560.8099975585938,3.239043441963996
12,2020-10-05 14:30:00,896339.0,36482.52,947.4,0.07704,0.04444,0.11156,0.02876,0.8356520000000001,0.046824,17.56,53260.11310897392,2827.7287275905983,67.36310007352762,0.9701280118488738,0.9701280118488738,51992.8925599065,0,541.1500244140625,562.489990234375,3.9434472618602663
13,2020-10-05 15:30:00,1002799.44,41706.56,1089.56,0.07704,0.05836,0.11324,0.03064,0.8371800000000001,0.0270679999999999,18.84,62431.497220347,3281.604288852867,79.64639775623708,0.9701837304565544,0.9701837304565544,60921.9567792708,0,545.375,555.3300170898438,1.825352663734825
14,2020-10-05 16:30:00,1036696.44,43719.64,1128.4,0.066,0.0746,0.11184,0.03228,0.8371880000000002,-0.023404,20.32,63138.08791460573,3272.9653537879312,79.4371447216899,0.9715039366307194,0.9715039366307194,61615.36690310216,0,545.7000122070312,549.3599853515625,0.6706932495252893
15,2020-10-05 17:30:00,1064430.8,44991.04,1169.92,0.066,0.06688,0.10532,0.0306,0.7971960000000001,-0.007864,20.48,68892.11424770192,3538.926377130602,87.98332959563947,0.9717398391762582,0.9717398391762582,67189.15483163379,0,545.7000122070312,549.3599853515625,0.6706932495252893
16,2020-10-05 18:30:00,1037551.0,43768.04,1129.48,0.066,0.06688,0.1113599999999999,0.03236,0.8371960000000002,-0.007864,20.32,63784.639641074034,3320.197501078548,80.59139885970878,0.9707800973398092,0.9707800973398092,62246.32430177598,0,545.7000122070312,549.3599853515625,0.6706932495252893
17,2020-10-05 19:30:00,1038061.12,43797.16,1129.84,0.066,0.06688,0.1113599999999999,0.03236,0.837196,-0.007864,20.44,58471.58331191461,2861.959508717968,70.12755572245386,0.9721118384998746,0.9721118384998746,57051.33635689744,0,545.7000122070312,549.3599853515625,0.6706932495252893
18,2020-10-05 20:30:00,1076243.68,45523.8,1186.28,0.066,0.06688,0.1107999999999999,0.03156,0.837188,-0.007864,21.84,59794.96276563976,2918.681982345476,71.94656953904662,0.9716295602016296,0.9716295602016296,58334.39152281056,0,545.7000122070312,549.3599853515625,0.6706932495252893
19,2020-10-05 21:30:00,1038976.92,43828.64,1130.84,0.066,0.06688,0.1113599999999999,0.03236,0.8371960000000002,-0.007864,20.48,58868.74223122669,2876.8367479850644,70.54780763428472,0.9722558460857524,0.9722558460857524,57438.503593695576,0,545.7000122070312,549.3599853515625,0.6706932495252893
20,2020-10-06 12:30:00,964489.76,40034.96,1042.4,0.066,0.06216,0.10648,0.03104,0.79712,-0.005548,20.36,66851.25413203445,3560.444133014789,71.63298327014118,0.9724217573127564,0.9724217573127564,65455.97756767226,1,559.0499877929688,557.7100219726562,-0.2396862265577448
21,2020-10-06 13:30:00,1062836.72,45307.24,1150.5,0.066,0.07608,0.1048,0.03208,0.7971319999999998,-0.025304,20.28,75974.29861200387,4030.222269024749,82.38461249277042,0.9725390661428688,0.9725390661428688,74373.82351774519,1,560.8099975585938,559.1699829101562,-0.2924367710235298
22,2020-10-06 14:30:00,996518.6,41873.04,1066.0,0.07364,0.06896,0.10524,0.03128,0.797136,-0.00246,21.16,69999.01297367603,3723.9253725817807,73.52993483709274,0.9726333099787464,0.9726333099787464,68565.18696361929,1,562.489990234375,559.151611328125,-0.5935001447508359
23,2020-10-06 15:30:00,981505.08,41560.16,1050.36,0.0536,0.0621599999999999,0.11388,0.0312,0.7975200000000001,-0.027844,19.52,71090.019987354,3915.4668640883256,75.37945864661656,0.9729916206764092,0.9729916206764092,69650.01708373256,1,555.3300170898438,557.5999755859375,0.4087584726626625
24,2020-10-06 16:30:00,946166.92,40064.16,997.36,0.0612399999999999,0.06896,0.1084,0.03024,0.757528,-0.024756,18.2,71926.96954847903,4069.8682074467215,76.5163157894737,0.9736750523449296,0.9736750523449296,70490.04823382305,1,549.3599853515625,558.5599975585938,1.674678253303008
25,2020-10-06 17:30:00,917725.76,38402.32,976.48,0.0612399999999999,0.06896,0.10772,0.02892,0.7571080000000001,-0.024756,17.44,71747.36741743247,4067.774646354448,76.68514118629909,0.9723080376750608,0.9723080376750608,70304.179374456,1,549.3599853515625,558.5599975585938,1.674678253303008
26,2020-10-06 18:30:00,935239.88,38951.24,994.68,0.07364,0.06896,0.11488,0.03196,0.836628,-0.00246,19.08,72792.22843061903,4101.337893229806,77.15561737677528,0.9723575106509867,0.9723575106509867,71328.09780684873,1,549.3599853515625,558.5599975585938,1.674678253303008
